gene,virus_1,virus_2,n identities,count gaps as mismatches,n sites,percent_identity,virus_1_accession,virus_2_accession
nsp14,RacCS271,BANAL-20-247,1518,no,1581,96.015,MW251312,MZ937004.1
nsp14,BANAL-20-247,RacCS271,1518,no,1581,96.015,MZ937004.1,MW251312
nsp14,RacCS271,BANAL-20-116,1517,no,1581,95.952,MW251312,MZ937002.1
nsp14,BANAL-20-116,RacCS271,1517,no,1581,95.952,MZ937002.1,MW251312
nsp14,RacCS271,BANAL-20-103,1523,no,1581,96.331,MW251312,MZ937001.1
nsp14,BANAL-20-103,RacCS271,1523,no,1581,96.331,MZ937001.1,MW251312
nsp14,RacCS271,RaTG15,1407,no,1581,88.994,MW251312,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RacCS271,1407,no,1581,88.994,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251312
nsp14,RacCS271,RmYN02,1517,no,1581,95.952,MW251312,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RacCS271,1517,no,1581,95.952,data/GISAID/EPI_ISL_412977.fasta,MW251312
nsp14,RacCS271,RShSTT182,1558,no,1581,98.545,MW251312,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RacCS271,1558,no,1581,98.545,data/GISAID/EPI_ISL_852604.fasta,MW251312
nsp14,RacCS271,RShSTT200,1558,no,1581,98.545,MW251312,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RacCS271,1558,no,1581,98.545,data/GISAID/EPI_ISL_852605.fasta,MW251312
nsp14,RacCS271,GD_Pangolin,1400,no,1581,88.552,MW251312,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RacCS271,1400,no,1581,88.552,data/GISAID/EPI_ISL_410721.fasta,MW251312
nsp14,RacCS264,RacCS264,1581,no,1581,100,MW251311,MW251311
nsp14,RacCS264,RacCS253,1580,no,1581,99.937,MW251311,MW251310
nsp14,RacCS253,RacCS264,1580,no,1581,99.937,MW251310,MW251311
nsp14,RacCS264,RacCS224,1581,no,1581,100,MW251311,MW251309
nsp14,RacCS224,RacCS264,1581,no,1581,100,MW251309,MW251311
nsp14,RacCS264,RacCS203,1581,no,1581,100,MW251311,MW251308
nsp14,RacCS203,RacCS264,1581,no,1581,100,MW251308,MW251311
nsp14,RacCS264,CoVZC45,1308,no,1581,82.732,MW251311,MG772933
nsp14,CoVZC45,RacCS264,1308,no,1581,82.732,MG772933,MW251311
nsp14,RacCS264,CoVZXC21,1311,no,1581,82.922,MW251311,MG772934
nsp14,CoVZXC21,RacCS264,1311,no,1581,82.922,MG772934,MW251311
nsp14,RacCS264,Rc-0319,1310,no,1581,82.859,MW251311,LC556375.1
nsp14,Rc-0319,RacCS264,1310,no,1581,82.859,LC556375.1,MW251311
nsp14,RacCS264,PrC31,1305,no,1581,82.543,MW251311,MW703458
nsp14,PrC31,RacCS264,1305,no,1581,82.543,MW703458,MW251311
nsp14,RacCS264,RpYN06,1509,no,1581,95.446,MW251311,MZ081381
nsp14,RpYN06,RacCS264,1509,no,1581,95.446,MZ081381,MW251311
nsp14,RacCS264,RmYN05,1412,no,1581,89.311,MW251311,MZ081376.1
nsp14,RmYN05,RacCS264,1412,no,1581,89.311,MZ081376.1,MW251311
nsp14,RacCS264,RmYN08,1412,no,1581,89.311,MW251311,MZ081378
nsp14,RmYN08,RacCS264,1412,no,1581,89.311,MZ081378,MW251311
nsp14,RacCS264,RsYN04,1412,no,1581,89.311,MW251311,MZ081380.1
nsp14,RsYN04,RacCS264,1412,no,1581,89.311,MZ081380.1,MW251311
nsp14,RacCS264,GX_PangolinP4L,1352,no,1581,85.515,MW251311,MT040333
nsp14,GX_PangolinP4L,RacCS264,1352,no,1581,85.515,MT040333,MW251311
nsp14,RacCS264,BANAL-20-52,1520,no,1581,96.142,MW251311,MZ937000.1
nsp14,BANAL-20-52,RacCS264,1520,no,1581,96.142,MZ937000.1,MW251311
nsp14,RacCS264,BANAL-20-236,1521,no,1581,96.205,MW251311,MZ937003.2
nsp14,BANAL-20-236,RacCS264,1521,no,1581,96.205,MZ937003.2,MW251311
nsp14,RacCS264,BANAL-20-247,1520,no,1581,96.142,MW251311,MZ937004.1
nsp14,BANAL-20-247,RacCS264,1520,no,1581,96.142,MZ937004.1,MW251311
nsp14,RacCS264,BANAL-20-116,1519,no,1581,96.078,MW251311,MZ937002.1
nsp14,BANAL-20-116,RacCS264,1519,no,1581,96.078,MZ937002.1,MW251311
nsp14,RacCS264,BANAL-20-103,1525,no,1581,96.458,MW251311,MZ937001.1
nsp14,BANAL-20-103,RacCS264,1525,no,1581,96.458,MZ937001.1,MW251311
nsp14,RacCS264,RaTG15,1409,no,1581,89.121,MW251311,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RacCS264,1409,no,1581,89.121,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251311
nsp14,RacCS264,RmYN02,1519,no,1581,96.078,MW251311,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RacCS264,1519,no,1581,96.078,data/GISAID/EPI_ISL_412977.fasta,MW251311
nsp14,RacCS264,RShSTT182,1560,no,1581,98.672,MW251311,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RacCS264,1560,no,1581,98.672,data/GISAID/EPI_ISL_852604.fasta,MW251311
nsp14,RacCS264,RShSTT200,1560,no,1581,98.672,MW251311,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RacCS264,1560,no,1581,98.672,data/GISAID/EPI_ISL_852605.fasta,MW251311
nsp14,RacCS264,GD_Pangolin,1402,no,1581,88.678,MW251311,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RacCS264,1402,no,1581,88.678,data/GISAID/EPI_ISL_410721.fasta,MW251311
nsp14,RacCS253,RacCS253,1581,no,1581,100,MW251310,MW251310
nsp14,RacCS253,RacCS224,1580,no,1581,99.937,MW251310,MW251309
nsp14,RacCS224,RacCS253,1580,no,1581,99.937,MW251309,MW251310
nsp14,RacCS253,RacCS203,1580,no,1581,99.937,MW251310,MW251308
nsp14,RacCS203,RacCS253,1580,no,1581,99.937,MW251308,MW251310
nsp14,RacCS253,CoVZC45,1307,no,1581,82.669,MW251310,MG772933
nsp14,CoVZC45,RacCS253,1307,no,1581,82.669,MG772933,MW251310
nsp14,RacCS253,CoVZXC21,1310,no,1581,82.859,MW251310,MG772934
nsp14,CoVZXC21,RacCS253,1310,no,1581,82.859,MG772934,MW251310
nsp14,RacCS253,Rc-0319,1309,no,1581,82.796,MW251310,LC556375.1
nsp14,Rc-0319,RacCS253,1309,no,1581,82.796,LC556375.1,MW251310
nsp14,RacCS253,PrC31,1304,no,1581,82.479,MW251310,MW703458
nsp14,PrC31,RacCS253,1304,no,1581,82.479,MW703458,MW251310
nsp14,RacCS253,RpYN06,1508,no,1581,95.383,MW251310,MZ081381
nsp14,RpYN06,RacCS253,1508,no,1581,95.383,MZ081381,MW251310
nsp14,RacCS253,RmYN05,1411,no,1581,89.247,MW251310,MZ081376.1
nsp14,RmYN05,RacCS253,1411,no,1581,89.247,MZ081376.1,MW251310
nsp14,RacCS253,RmYN08,1411,no,1581,89.247,MW251310,MZ081378
nsp14,RmYN08,RacCS253,1411,no,1581,89.247,MZ081378,MW251310
nsp14,RacCS253,RsYN04,1411,no,1581,89.247,MW251310,MZ081380.1
nsp14,RsYN04,RacCS253,1411,no,1581,89.247,MZ081380.1,MW251310
nsp14,RacCS253,GX_PangolinP4L,1351,no,1581,85.452,MW251310,MT040333
nsp14,GX_PangolinP4L,RacCS253,1351,no,1581,85.452,MT040333,MW251310
nsp14,RacCS253,BANAL-20-52,1519,no,1581,96.078,MW251310,MZ937000.1
nsp14,BANAL-20-52,RacCS253,1519,no,1581,96.078,MZ937000.1,MW251310
nsp14,RacCS253,BANAL-20-236,1520,no,1581,96.142,MW251310,MZ937003.2
nsp14,BANAL-20-236,RacCS253,1520,no,1581,96.142,MZ937003.2,MW251310
nsp14,RacCS253,BANAL-20-247,1519,no,1581,96.078,MW251310,MZ937004.1
nsp14,BANAL-20-247,RacCS253,1519,no,1581,96.078,MZ937004.1,MW251310
nsp14,RacCS253,BANAL-20-116,1518,no,1581,96.015,MW251310,MZ937002.1
nsp14,BANAL-20-116,RacCS253,1518,no,1581,96.015,MZ937002.1,MW251310
nsp14,RacCS253,BANAL-20-103,1524,no,1581,96.395,MW251310,MZ937001.1
nsp14,BANAL-20-103,RacCS253,1524,no,1581,96.395,MZ937001.1,MW251310
nsp14,RacCS253,RaTG15,1408,no,1581,89.058,MW251310,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RacCS253,1408,no,1581,89.058,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251310
nsp14,RacCS253,RmYN02,1518,no,1581,96.015,MW251310,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RacCS253,1518,no,1581,96.015,data/GISAID/EPI_ISL_412977.fasta,MW251310
nsp14,RacCS253,RShSTT182,1559,no,1581,98.608,MW251310,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RacCS253,1559,no,1581,98.608,data/GISAID/EPI_ISL_852604.fasta,MW251310
nsp14,RacCS253,RShSTT200,1559,no,1581,98.608,MW251310,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RacCS253,1559,no,1581,98.608,data/GISAID/EPI_ISL_852605.fasta,MW251310
nsp14,RacCS253,GD_Pangolin,1401,no,1581,88.615,MW251310,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RacCS253,1401,no,1581,88.615,data/GISAID/EPI_ISL_410721.fasta,MW251310
nsp14,RacCS224,RacCS224,1581,no,1581,100,MW251309,MW251309
nsp14,RacCS224,RacCS203,1581,no,1581,100,MW251309,MW251308
nsp14,RacCS203,RacCS224,1581,no,1581,100,MW251308,MW251309
nsp14,RacCS224,CoVZC45,1308,no,1581,82.732,MW251309,MG772933
nsp14,CoVZC45,RacCS224,1308,no,1581,82.732,MG772933,MW251309
nsp14,RacCS224,CoVZXC21,1311,no,1581,82.922,MW251309,MG772934
nsp14,CoVZXC21,RacCS224,1311,no,1581,82.922,MG772934,MW251309
nsp14,RacCS224,Rc-0319,1310,no,1581,82.859,MW251309,LC556375.1
nsp14,Rc-0319,RacCS224,1310,no,1581,82.859,LC556375.1,MW251309
nsp14,RacCS224,PrC31,1305,no,1581,82.543,MW251309,MW703458
nsp14,PrC31,RacCS224,1305,no,1581,82.543,MW703458,MW251309
nsp14,RacCS224,RpYN06,1509,no,1581,95.446,MW251309,MZ081381
nsp14,RpYN06,RacCS224,1509,no,1581,95.446,MZ081381,MW251309
nsp14,RacCS224,RmYN05,1412,no,1581,89.311,MW251309,MZ081376.1
nsp14,RmYN05,RacCS224,1412,no,1581,89.311,MZ081376.1,MW251309
nsp14,RacCS224,RmYN08,1412,no,1581,89.311,MW251309,MZ081378
nsp14,RmYN08,RacCS224,1412,no,1581,89.311,MZ081378,MW251309
nsp14,RacCS224,RsYN04,1412,no,1581,89.311,MW251309,MZ081380.1
nsp14,RsYN04,RacCS224,1412,no,1581,89.311,MZ081380.1,MW251309
nsp14,RacCS224,GX_PangolinP4L,1352,no,1581,85.515,MW251309,MT040333
nsp14,GX_PangolinP4L,RacCS224,1352,no,1581,85.515,MT040333,MW251309
nsp14,RacCS224,BANAL-20-52,1520,no,1581,96.142,MW251309,MZ937000.1
nsp14,BANAL-20-52,RacCS224,1520,no,1581,96.142,MZ937000.1,MW251309
nsp14,RacCS224,BANAL-20-236,1521,no,1581,96.205,MW251309,MZ937003.2
nsp14,BANAL-20-236,RacCS224,1521,no,1581,96.205,MZ937003.2,MW251309
nsp14,RacCS224,BANAL-20-247,1520,no,1581,96.142,MW251309,MZ937004.1
nsp14,BANAL-20-247,RacCS224,1520,no,1581,96.142,MZ937004.1,MW251309
nsp14,RacCS224,BANAL-20-116,1519,no,1581,96.078,MW251309,MZ937002.1
nsp14,BANAL-20-116,RacCS224,1519,no,1581,96.078,MZ937002.1,MW251309
nsp14,RacCS224,BANAL-20-103,1525,no,1581,96.458,MW251309,MZ937001.1
nsp14,BANAL-20-103,RacCS224,1525,no,1581,96.458,MZ937001.1,MW251309
nsp14,RacCS224,RaTG15,1409,no,1581,89.121,MW251309,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RacCS224,1409,no,1581,89.121,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251309
nsp14,RacCS224,RmYN02,1519,no,1581,96.078,MW251309,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RacCS224,1519,no,1581,96.078,data/GISAID/EPI_ISL_412977.fasta,MW251309
nsp14,RacCS224,RShSTT182,1560,no,1581,98.672,MW251309,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RacCS224,1560,no,1581,98.672,data/GISAID/EPI_ISL_852604.fasta,MW251309
nsp14,RacCS224,RShSTT200,1560,no,1581,98.672,MW251309,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RacCS224,1560,no,1581,98.672,data/GISAID/EPI_ISL_852605.fasta,MW251309
nsp14,RacCS224,GD_Pangolin,1402,no,1581,88.678,MW251309,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RacCS224,1402,no,1581,88.678,data/GISAID/EPI_ISL_410721.fasta,MW251309
nsp14,RacCS203,RacCS203,1581,no,1581,100,MW251308,MW251308
nsp14,RacCS203,CoVZC45,1308,no,1581,82.732,MW251308,MG772933
nsp14,CoVZC45,RacCS203,1308,no,1581,82.732,MG772933,MW251308
nsp14,RacCS203,CoVZXC21,1311,no,1581,82.922,MW251308,MG772934
nsp14,CoVZXC21,RacCS203,1311,no,1581,82.922,MG772934,MW251308
nsp14,RacCS203,Rc-0319,1310,no,1581,82.859,MW251308,LC556375.1
nsp14,Rc-0319,RacCS203,1310,no,1581,82.859,LC556375.1,MW251308
nsp14,RacCS203,PrC31,1305,no,1581,82.543,MW251308,MW703458
nsp14,PrC31,RacCS203,1305,no,1581,82.543,MW703458,MW251308
nsp14,RacCS203,RpYN06,1509,no,1581,95.446,MW251308,MZ081381
nsp14,RpYN06,RacCS203,1509,no,1581,95.446,MZ081381,MW251308
nsp14,RacCS203,RmYN05,1412,no,1581,89.311,MW251308,MZ081376.1
nsp14,RmYN05,RacCS203,1412,no,1581,89.311,MZ081376.1,MW251308
nsp14,RacCS203,RmYN08,1412,no,1581,89.311,MW251308,MZ081378
nsp14,RmYN08,RacCS203,1412,no,1581,89.311,MZ081378,MW251308
nsp14,RacCS203,RsYN04,1412,no,1581,89.311,MW251308,MZ081380.1
nsp14,RsYN04,RacCS203,1412,no,1581,89.311,MZ081380.1,MW251308
nsp14,RacCS203,GX_PangolinP4L,1352,no,1581,85.515,MW251308,MT040333
nsp14,GX_PangolinP4L,RacCS203,1352,no,1581,85.515,MT040333,MW251308
nsp14,RacCS203,BANAL-20-52,1520,no,1581,96.142,MW251308,MZ937000.1
nsp14,BANAL-20-52,RacCS203,1520,no,1581,96.142,MZ937000.1,MW251308
nsp14,RacCS203,BANAL-20-236,1521,no,1581,96.205,MW251308,MZ937003.2
nsp14,BANAL-20-236,RacCS203,1521,no,1581,96.205,MZ937003.2,MW251308
nsp14,RacCS203,BANAL-20-247,1520,no,1581,96.142,MW251308,MZ937004.1
nsp14,BANAL-20-247,RacCS203,1520,no,1581,96.142,MZ937004.1,MW251308
nsp14,RacCS203,BANAL-20-116,1519,no,1581,96.078,MW251308,MZ937002.1
nsp14,BANAL-20-116,RacCS203,1519,no,1581,96.078,MZ937002.1,MW251308
nsp14,RacCS203,BANAL-20-103,1525,no,1581,96.458,MW251308,MZ937001.1
nsp14,BANAL-20-103,RacCS203,1525,no,1581,96.458,MZ937001.1,MW251308
nsp14,RacCS203,RaTG15,1409,no,1581,89.121,MW251308,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RacCS203,1409,no,1581,89.121,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251308
nsp14,RacCS203,RmYN02,1519,no,1581,96.078,MW251308,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RacCS203,1519,no,1581,96.078,data/GISAID/EPI_ISL_412977.fasta,MW251308
nsp14,RacCS203,RShSTT182,1560,no,1581,98.672,MW251308,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RacCS203,1560,no,1581,98.672,data/GISAID/EPI_ISL_852604.fasta,MW251308
nsp14,RacCS203,RShSTT200,1560,no,1581,98.672,MW251308,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RacCS203,1560,no,1581,98.672,data/GISAID/EPI_ISL_852605.fasta,MW251308
nsp14,RacCS203,GD_Pangolin,1402,no,1581,88.678,MW251308,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RacCS203,1402,no,1581,88.678,data/GISAID/EPI_ISL_410721.fasta,MW251308
nsp14,CoVZC45,CoVZC45,1581,no,1581,100,MG772933,MG772933
nsp14,CoVZC45,CoVZXC21,1543,no,1581,97.596,MG772933,MG772934
nsp14,CoVZXC21,CoVZC45,1543,no,1581,97.596,MG772934,MG772933
nsp14,CoVZC45,Rc-0319,1344,no,1581,85.009,MG772933,LC556375.1
nsp14,Rc-0319,CoVZC45,1344,no,1581,85.009,LC556375.1,MG772933
nsp14,CoVZC45,PrC31,1410,no,1581,89.184,MG772933,MW703458
nsp14,PrC31,CoVZC45,1410,no,1581,89.184,MW703458,MG772933
nsp14,CoVZC45,RpYN06,1303,no,1581,82.416,MG772933,MZ081381
nsp14,RpYN06,CoVZC45,1303,no,1581,82.416,MZ081381,MG772933
nsp14,CoVZC45,RmYN05,1295,no,1581,81.91,MG772933,MZ081376.1
nsp14,RmYN05,CoVZC45,1295,no,1581,81.91,MZ081376.1,MG772933
nsp14,CoVZC45,RmYN08,1295,no,1581,81.91,MG772933,MZ081378
nsp14,RmYN08,CoVZC45,1295,no,1581,81.91,MZ081378,MG772933
nsp14,CoVZC45,RsYN04,1295,no,1581,81.91,MG772933,MZ081380.1
nsp14,RsYN04,CoVZC45,1295,no,1581,81.91,MZ081380.1,MG772933
nsp14,CoVZC45,GX_PangolinP4L,1299,no,1581,82.163,MG772933,MT040333
nsp14,GX_PangolinP4L,CoVZC45,1299,no,1581,82.163,MT040333,MG772933
nsp14,CoVZC45,BANAL-20-52,1310,no,1581,82.859,MG772933,MZ937000.1
nsp14,BANAL-20-52,CoVZC45,1310,no,1581,82.859,MZ937000.1,MG772933
nsp14,CoVZC45,BANAL-20-236,1309,no,1581,82.796,MG772933,MZ937003.2
nsp14,BANAL-20-236,CoVZC45,1309,no,1581,82.796,MZ937003.2,MG772933
nsp14,CoVZC45,BANAL-20-247,1307,no,1581,82.669,MG772933,MZ937004.1
nsp14,BANAL-20-247,CoVZC45,1307,no,1581,82.669,MZ937004.1,MG772933
nsp14,CoVZC45,BANAL-20-116,1306,no,1581,82.606,MG772933,MZ937002.1
nsp14,BANAL-20-116,CoVZC45,1306,no,1581,82.606,MZ937002.1,MG772933
nsp14,CoVZC45,BANAL-20-103,1307,no,1581,82.669,MG772933,MZ937001.1
nsp14,BANAL-20-103,CoVZC45,1307,no,1581,82.669,MZ937001.1,MG772933
nsp14,CoVZC45,RaTG15,1287,no,1581,81.404,MG772933,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,CoVZC45,1287,no,1581,81.404,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MG772933
nsp14,CoVZC45,RmYN02,1304,no,1581,82.479,MG772933,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,CoVZC45,1304,no,1581,82.479,data/GISAID/EPI_ISL_412977.fasta,MG772933
nsp14,CoVZC45,RShSTT182,1312,no,1581,82.985,MG772933,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,CoVZC45,1312,no,1581,82.985,data/GISAID/EPI_ISL_852604.fasta,MG772933
nsp14,CoVZC45,RShSTT200,1312,no,1581,82.985,MG772933,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,CoVZC45,1312,no,1581,82.985,data/GISAID/EPI_ISL_852605.fasta,MG772933
nsp14,CoVZC45,GD_Pangolin,1302,no,1581,82.353,MG772933,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,CoVZC45,1302,no,1581,82.353,data/GISAID/EPI_ISL_410721.fasta,MG772933
nsp14,CoVZXC21,CoVZXC21,1581,no,1581,100,MG772934,MG772934
nsp14,CoVZXC21,Rc-0319,1334,no,1581,84.377,MG772934,LC556375.1
nsp14,Rc-0319,CoVZXC21,1334,no,1581,84.377,LC556375.1,MG772934
nsp14,CoVZXC21,PrC31,1418,no,1581,89.69,MG772934,MW703458
nsp14,PrC31,CoVZXC21,1418,no,1581,89.69,MW703458,MG772934
nsp14,CoVZXC21,RpYN06,1303,no,1581,82.416,MG772934,MZ081381
nsp14,RpYN06,CoVZXC21,1303,no,1581,82.416,MZ081381,MG772934
nsp14,CoVZXC21,RmYN05,1299,no,1581,82.163,MG772934,MZ081376.1
nsp14,RmYN05,CoVZXC21,1299,no,1581,82.163,MZ081376.1,MG772934
nsp14,CoVZXC21,RmYN08,1299,no,1581,82.163,MG772934,MZ081378
nsp14,RmYN08,CoVZXC21,1299,no,1581,82.163,MZ081378,MG772934
nsp14,CoVZXC21,RsYN04,1299,no,1581,82.163,MG772934,MZ081380.1
nsp14,RsYN04,CoVZXC21,1299,no,1581,82.163,MZ081380.1,MG772934
nsp14,CoVZXC21,GX_PangolinP4L,1302,no,1581,82.353,MG772934,MT040333
nsp14,GX_PangolinP4L,CoVZXC21,1302,no,1581,82.353,MT040333,MG772934
nsp14,CoVZXC21,BANAL-20-52,1313,no,1581,83.049,MG772934,MZ937000.1
nsp14,BANAL-20-52,CoVZXC21,1313,no,1581,83.049,MZ937000.1,MG772934
nsp14,CoVZXC21,BANAL-20-236,1312,no,1581,82.985,MG772934,MZ937003.2
nsp14,BANAL-20-236,CoVZXC21,1312,no,1581,82.985,MZ937003.2,MG772934
nsp14,CoVZXC21,BANAL-20-247,1308,no,1581,82.732,MG772934,MZ937004.1
nsp14,BANAL-20-247,CoVZXC21,1308,no,1581,82.732,MZ937004.1,MG772934
nsp14,CoVZXC21,BANAL-20-116,1307,no,1581,82.669,MG772934,MZ937002.1
nsp14,BANAL-20-116,CoVZXC21,1307,no,1581,82.669,MZ937002.1,MG772934
nsp14,CoVZXC21,BANAL-20-103,1310,no,1581,82.859,MG772934,MZ937001.1
nsp14,BANAL-20-103,CoVZXC21,1310,no,1581,82.859,MZ937001.1,MG772934
nsp14,CoVZXC21,RaTG15,1293,no,1581,81.784,MG772934,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,CoVZXC21,1293,no,1581,81.784,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MG772934
nsp14,CoVZXC21,RmYN02,1307,no,1581,82.669,MG772934,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,CoVZXC21,1307,no,1581,82.669,data/GISAID/EPI_ISL_412977.fasta,MG772934
nsp14,CoVZXC21,RShSTT182,1313,no,1581,83.049,MG772934,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,CoVZXC21,1313,no,1581,83.049,data/GISAID/EPI_ISL_852604.fasta,MG772934
nsp14,CoVZXC21,RShSTT200,1313,no,1581,83.049,MG772934,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,CoVZXC21,1313,no,1581,83.049,data/GISAID/EPI_ISL_852605.fasta,MG772934
nsp14,CoVZXC21,GD_Pangolin,1309,no,1581,82.796,MG772934,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,CoVZXC21,1309,no,1581,82.796,data/GISAID/EPI_ISL_410721.fasta,MG772934
nsp14,Rc-0319,Rc-0319,1581,no,1581,100,LC556375.1,LC556375.1
nsp14,Rc-0319,PrC31,1336,no,1581,84.503,LC556375.1,MW703458
nsp14,PrC31,Rc-0319,1336,no,1581,84.503,MW703458,LC556375.1
nsp14,Rc-0319,RpYN06,1312,no,1581,82.985,LC556375.1,MZ081381
nsp14,RpYN06,Rc-0319,1312,no,1581,82.985,MZ081381,LC556375.1
nsp14,Rc-0319,RmYN05,1296,no,1581,81.973,LC556375.1,MZ081376.1
nsp14,RmYN05,Rc-0319,1296,no,1581,81.973,MZ081376.1,LC556375.1
nsp14,Rc-0319,RmYN08,1296,no,1581,81.973,LC556375.1,MZ081378
nsp14,RmYN08,Rc-0319,1296,no,1581,81.973,MZ081378,LC556375.1
nsp14,Rc-0319,RsYN04,1296,no,1581,81.973,LC556375.1,MZ081380.1
nsp14,RsYN04,Rc-0319,1296,no,1581,81.973,MZ081380.1,LC556375.1
nsp14,Rc-0319,GX_PangolinP4L,1295,no,1581,81.91,LC556375.1,MT040333
nsp14,GX_PangolinP4L,Rc-0319,1295,no,1581,81.91,MT040333,LC556375.1
nsp14,Rc-0319,BANAL-20-52,1311,no,1581,82.922,LC556375.1,MZ937000.1
nsp14,BANAL-20-52,Rc-0319,1311,no,1581,82.922,MZ937000.1,LC556375.1
nsp14,Rc-0319,BANAL-20-236,1310,no,1581,82.859,LC556375.1,MZ937003.2
nsp14,BANAL-20-236,Rc-0319,1310,no,1581,82.859,MZ937003.2,LC556375.1
nsp14,Rc-0319,BANAL-20-247,1313,no,1581,83.049,LC556375.1,MZ937004.1
nsp14,BANAL-20-247,Rc-0319,1313,no,1581,83.049,MZ937004.1,LC556375.1
nsp14,Rc-0319,BANAL-20-116,1312,no,1581,82.985,LC556375.1,MZ937002.1
nsp14,BANAL-20-116,Rc-0319,1312,no,1581,82.985,MZ937002.1,LC556375.1
nsp14,Rc-0319,BANAL-20-103,1308,no,1581,82.732,LC556375.1,MZ937001.1
nsp14,BANAL-20-103,Rc-0319,1308,no,1581,82.732,MZ937001.1,LC556375.1
